ID,CAT_REF,DISTRICT_CODE,DISTRICT_NAME,MUN_CODE,MUN_NAME,CONST_CODE,CONST_NAME,SCOUNTY_CODE,SCOUNTY_NAME,PARISH_CODE,PARISH_NAME,ELECT_CODE,ELECT_NAME,SURNAME,OTHER_NAME,SEX,POLITICAL_P,SYMBOL,VALID_VOTES,WINNER,CATEGORY,locid,district,budgetcategory,goodnews,badnews,matchme,matched,locid2011,incumbentparty,incumbentparty2,incumbent,votes,winnervotes,totalvotes,winnerperc,perc,marginperc,runnerupperc,incumbentmargin,winnermargin
1457,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,ADAM,KIBWANGA JUMA OTIM,M,NRM,,831,,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,831,971,2795,0.347406082,0.297316637,0.050089445,0.297316637,-0.050089445,0.050089445
1458,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,ALELE,SAM,M,INDEPENDENT,CLOCK,86,,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,86,971,2795,0.347406082,0.030769231,0.316636852,0.297316637,-0.316636852,0.050089445
1459,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,AMIKO,WALTER OWIDI,M,INDEPENDENT,BALL,118,,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,118,971,2795,0.347406082,0.042218247,0.305187835,0.297316637,-0.305187835,0.050089445
1460,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,EGANG,JACOB AKERA,M,INDEPENDENT,BICYCLE,629,,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,629,971,2795,0.347406082,0.225044723,0.12236136,0.297316637,-0.12236136,0.050089445
1461,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,OBALIM,THOMAS JEFFASON,M,UPC,,971,WINNER,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,1,971,971,2795,0.347406082,0.347406082,0,0.297316637,0.050089445,0.050089445
1462,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,ODUCH,KARLO OGWALWANGA,M,INDEPENDENT,RADIO,19,,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,19,971,2795,0.347406082,0.006797853,0.340608229,0.297316637,-0.340608229,0.050089445
1463,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,2,LIRA CENTRAL,NA,,2,LIRA CENTRAL,OGWAL,ANDREW,M,FDC,,141,,District/City Directly Elected Councillors,LIRA MUNICIPALITY2,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,141,971,2795,0.347406082,0.050447227,0.296958855,0.297316637,-0.296958855,0.050089445
1464,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,3,OJWINA,NA,,3,OJWINA,EDEN,EKOHL SUNA,M,NRM,,835,,District/City Directly Elected Councillors,LIRA MUNICIPALITY3,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,835,3264,4466,0.730855352,0.186968204,0.543887147,0.186968204,-0.543887147,0.543887147
1465,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,3,OJWINA,NA,,3,OJWINA,KASULE,HENRY,M,INDEPENDENT,RADIO,367,,District/City Directly Elected Councillors,LIRA MUNICIPALITY3,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,367,3264,4466,0.730855352,0.082176444,0.648678907,0.186968204,-0.648678907,0.543887147
1466,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,3,OJWINA,NA,,3,OJWINA,OPIO,GEORGE RASHID,M,UPC,,"3,264",WINNER,District/City Directly Elected Councillors,LIRA MUNICIPALITY3,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,1,3264,3264,4466,0.730855352,0.730855352,0,0.186968204,0.543887147,0.543887147
1467,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,4,RAILWAYS,NA,,4,RAILWAYS,ELEM,GEOFFREY,M,INDEPENDENT,CLOCK,77,,District/City Directly Elected Councillors,LIRA MUNICIPALITY4,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,77,872,1568,0.556122449,0.049107143,0.507015306,0.394770408,-0.507015306,0.161352041
1468,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,4,RAILWAYS,NA,,4,RAILWAYS,OCEN,MARTIN ODYEK,M,UPC,,619,,District/City Directly Elected Councillors,LIRA MUNICIPALITY4,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,1,619,872,1568,0.556122449,0.394770408,0.161352041,0.394770408,-0.161352041,0.161352041
1469,DIST/DEC/2016,22,LIRA,NA,,105,LIRA MUNICIPALITY,4,RAILWAYS,NA,,4,RAILWAYS,OMARA,RICHARD,M,NRM,,872,WINNER,District/City Directly Elected Councillors,LIRA MUNICIPALITY4,LIRA,worse ,FALSE,TRUE,TRUE,TRUE,NA,UPC,NA,0,872,872,1568,0.556122449,0.556122449,0,0.394770408,0.161352041,0.161352041
1470,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,1,BUTUNTUMULA,NA,,1,BUTUNTUMULA,KAKOOZA,SAMUEL,M,INDEPENDENT,BALL,490,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,490,3361,3851,0.872760322,0.127239678,0.745520644,0.127239678,-0.745520644,0.745520644
1471,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,1,BUTUNTUMULA,NA,,1,BUTUNTUMULA,MUWONGE,MATOVU IBRAHIM,M,NRM,,"3,361",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,3361,3361,3851,0.872760322,0.872760322,0,0.127239678,0.745520644,0.745520644
1472,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,3,LUWERO,NA,,3,LUWERO,KATONGOLE,SSALONGO DENIS,M,INDEPENDENT,TABLE,544,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,544,2728,3827,0.712829893,0.142147897,0.570681996,0.142147897,-0.570681996,0.570681996
1473,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,3,LUWERO,NA,,3,LUWERO,NAMULINDWA,JOY,F,NRM,,"2,728",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2728,2728,3827,0.712829893,0.712829893,0,0.142147897,0.570681996,0.570681996
1474,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,3,LUWERO,NA,,3,LUWERO,SESANGA,ATHANIUS,M,DP,,219,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,219,2728,3827,0.712829893,0.05722498,0.655604912,0.142147897,-0.655604912,0.570681996
1475,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,3,LUWERO,NA,,3,LUWERO,ZZIWA,EDWARD,M,FDC,,336,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,336,2728,3827,0.712829893,0.08779723,0.625032663,0.142147897,-0.625032663,0.570681996
1476,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,4,LUWEERO  TOWN COUNCIL,NA,,4,LUWEERO  TOWN COUNCIL,BUNJO,SAMUEL,M,INDEPENDENT,CLOCK,203,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,203,4755,7959,0.597436864,0.025505717,0.571931147,0.263349667,-0.571931147,0.334087197
1477,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,4,LUWEERO  TOWN COUNCIL,NA,,4,LUWEERO  TOWN COUNCIL,KALUMBA,SSEBAYIGA VICENT,M,INDEPENDENT,RADIO,"4,755",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,4755,4755,7959,0.597436864,0.597436864,0,0.263349667,0.334087197,0.334087197
1478,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,4,LUWEERO  TOWN COUNCIL,NA,,4,LUWEERO  TOWN COUNCIL,KIMERA,MOSES,M,DP,,414,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,414,4755,7959,0.597436864,0.052016585,0.545420279,0.263349667,-0.545420279,0.334087197
1479,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,4,LUWEERO  TOWN COUNCIL,NA,,4,LUWEERO  TOWN COUNCIL,LUYINDA,KALASO RONALD,M,NRM,,"2,096",,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2096,4755,7959,0.597436864,0.263349667,0.334087197,0.263349667,-0.334087197,0.334087197
1480,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,4,LUWEERO  TOWN COUNCIL,NA,,4,LUWEERO  TOWN COUNCIL,MAGALA,ZAIDI KAAYA,M,JEEMA,,162,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,162,4755,7959,0.597436864,0.020354316,0.577082548,0.263349667,-0.577082548,0.334087197
1481,DIST/DEC/2016,23,LUWEERO,NA,,107,KATIKAMU COUNTY NORTH,4,LUWEERO  TOWN COUNCIL,NA,,4,LUWEERO  TOWN COUNCIL,SEKAJIIJA,ROBERT JUNIOR,M,FDC,,329,,District/City Directly Elected Councillors,KATIKAMU COUNTY NORTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,329,4755,7959,0.597436864,0.041336851,0.556100013,0.263349667,-0.556100013,0.334087197
1482,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,1,BOMBO TOWN COUNCIL,NA,,1,BOMBO TOWN COUNCIL,HUSSEIN,KATO,M,NRM,,"2,079",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2079,2079,3260,0.637730061,0.637730061,0,0.362269939,0.275460123,0.275460123
1483,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,1,BOMBO TOWN COUNCIL,NA,,1,BOMBO TOWN COUNCIL,NTEGE,ISHAQ MUHAMAD,M,DP,,"1,181",,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,1181,2079,3260,0.637730061,0.362269939,0.275460123,0.362269939,-0.275460123,0.275460123
1484,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,2,KATIKAMU,NA,,2,KATIKAMU,KASULE,UMAR,M,NRM,,"2,790",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH2,LUWEERO,better,TRUE,FALSE,TRUE,NA,KATIKAMU COUNTY NORTH2,INDEPENDENT,INDEPENDENT,0,2790,2790,4125,0.676363636,0.676363636,0,0.244363636,0.432,0.432
1485,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,2,KATIKAMU,NA,,2,KATIKAMU,NSUBUGA,SULAYITI,M,DP,,"1,008",,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH2,LUWEERO,better,TRUE,FALSE,TRUE,NA,KATIKAMU COUNTY NORTH2,INDEPENDENT,INDEPENDENT,0,1008,2790,4125,0.676363636,0.244363636,0.432,0.244363636,-0.432,0.432
1486,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,2,KATIKAMU,NA,,2,KATIKAMU,SEKASALA,ZACHARIA,M,INDEPENDENT,RADIO,327,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH2,LUWEERO,better,TRUE,FALSE,TRUE,NA,KATIKAMU COUNTY NORTH2,INDEPENDENT,INDEPENDENT,1,327,2790,4125,0.676363636,0.079272727,0.597090909,0.244363636,-0.597090909,0.432
1487,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,3,MAKULUBITA,NA,,3,MAKULUBITA,KISEKWA,PATRICK,M,NRM,,"2,096",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2096,2096,3410,0.614662757,0.614662757,0,0.274486804,0.340175953,0.340175953
1488,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,3,MAKULUBITA,NA,,3,MAKULUBITA,LUBOYERA,KYAGABA WILSON,M,DP,,936,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,936,2096,3410,0.614662757,0.274486804,0.340175953,0.274486804,-0.340175953,0.340175953
1489,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,3,MAKULUBITA,NA,,3,MAKULUBITA,MUKAMA,ALI,M,FDC,,150,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,150,2096,3410,0.614662757,0.04398827,0.570674487,0.274486804,-0.570674487,0.340175953
1490,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,3,MAKULUBITA,NA,,3,MAKULUBITA,MUTAWE,ROGGERS IGA,M,INDEPENDENT,CLOCK,228,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,228,2096,3410,0.614662757,0.06686217,0.547800587,0.274486804,-0.547800587,0.340175953
1491,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,4,NYIMBWA,NA,,4,NYIMBWA,ABDUL,KALEMERA,M,NRM,,,Unopposed,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,5,WOBULENZI TOWN COUNCIL,NA,,5,WOBULENZI TOWN COUNCIL,BAKISUULA,SSOZI ABBEY,M,NRM,,"2,532",Winner,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,0,2532,2532,4545,0.55709571,0.55709571,0,0.16809681,0.3889989,0.3889989
1493,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,5,WOBULENZI TOWN COUNCIL,NA,,5,WOBULENZI TOWN COUNCIL,KIWANUKA,FRANCIS KAZIBWE,M,INDEPENDENT,CLOCK,676,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,1,676,2532,4545,0.55709571,0.148734873,0.408360836,0.16809681,-0.408360836,0.3889989
1494,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,5,WOBULENZI TOWN COUNCIL,NA,,5,WOBULENZI TOWN COUNCIL,NSAMBA,SWAIBU GWOGYOLONGA,M,FDC,,573,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,0,573,2532,4545,0.55709571,0.126072607,0.431023102,0.16809681,-0.431023102,0.3889989
1495,DIST/DEC/2016,23,LUWEERO,NA,,108,KATIKAMU COUNTY SOUTH,5,WOBULENZI TOWN COUNCIL,NA,,5,WOBULENZI TOWN COUNCIL,SEWIINO,LAWRENCE,M,DP,,764,,District/City Directly Elected Councillors,KATIKAMU COUNTY SOUTH5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,0,764,2532,4545,0.55709571,0.16809681,0.3889989,0.16809681,-0.3889989,0.3889989
1496,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,1,BAMUNANIKA,NA,,1,BAMUNANIKA,KISEKKA,ROBERT,M,FDC,,292,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,DP,NA,0,292,2027,4999,0.405481096,0.058411682,0.347069414,0.372874575,-0.347069414,0.032606521
1497,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,1,BAMUNANIKA,NA,,1,BAMUNANIKA,MAGEZI,HERBERT,M,DP,,491,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,DP,NA,1,491,2027,4999,0.405481096,0.098219644,0.307261452,0.372874575,-0.307261452,0.032606521
1498,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,1,BAMUNANIKA,NA,,1,BAMUNANIKA,SSENTONGO,BONIFACE,M,INDEPENDENT,RADIO,"2,027",Winner,District/City Directly Elected Councillors,BAMUNANIKA COUNTY1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,DP,NA,0,2027,2027,4999,0.405481096,0.405481096,0,0.372874575,0.032606521,0.032606521
1499,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,1,BAMUNANIKA,NA,,1,BAMUNANIKA,SSENTONGO,FRED BANATUSANGA,M,NRM,,"1,864",,District/City Directly Elected Councillors,BAMUNANIKA COUNTY1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,DP,NA,0,1864,2027,4999,0.405481096,0.372874575,0.032606521,0.372874575,-0.032606521,0.032606521
1500,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,1,BAMUNANIKA,NA,,1,BAMUNANIKA,YIGA,CHARLES,M,INDEPENDENT,CLOCK,325,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY1,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,DP,NA,0,325,2027,4999,0.405481096,0.065013003,0.340468094,0.372874575,-0.340468094,0.032606521
1501,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,2,KALAGALA,NA,,2,KALAGALA,KABOGGOZA,IBRAHIM,M,INDEPENDENT,TABLE,"1,746",,District/City Directly Elected Councillors,BAMUNANIKA COUNTY2,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,1746,2433,5007,0.485919712,0.348711803,0.137207909,0.348711803,-0.137207909,0.137207909
1502,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,2,KALAGALA,NA,,2,KALAGALA,KIGGO,HERBERT,M,NRM,,"2,433",Winner,District/City Directly Elected Councillors,BAMUNANIKA COUNTY2,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2433,2433,5007,0.485919712,0.485919712,0,0.348711803,0.137207909,0.137207909
1503,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,2,KALAGALA,NA,,2,KALAGALA,SSEBUUFU,DENIS,M,FDC,,828,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY2,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,828,2433,5007,0.485919712,0.165368484,0.320551228,0.348711803,-0.320551228,0.137207909
1504,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,3,KAMIRA,NA,,3,KAMIRA,MWESIGYE,PATRICK,M,NRM,,"1,933",Winner,District/City Directly Elected Councillors,BAMUNANIKA COUNTY3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,1933,1933,3952,0.489119433,0.489119433,0,0.484058704,0.005060729,0.005060729
1505,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,3,KAMIRA,NA,,3,KAMIRA,NALIMA,GODFREY STENLEY NADDUNGA,M,DP,,106,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,106,1933,3952,0.489119433,0.026821862,0.462297571,0.484058704,-0.462297571,0.005060729
1506,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,3,KAMIRA,NA,,3,KAMIRA,SENTUMBWE,STEVEN,M,INDEPENDENT,RADIO,"1,913",,District/City Directly Elected Councillors,BAMUNANIKA COUNTY3,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,1913,1933,3952,0.489119433,0.484058704,0.005060729,0.484058704,-0.005060729,0.005060729
1507,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,4,KIKYUSA,NA,,4,KIKYUSA,KATUMBA,ANDREW KAGGWA,M,INDEPENDENT,RADIO,"2,186",,District/City Directly Elected Councillors,BAMUNANIKA COUNTY4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,1,2186,2383,4803,0.496148241,0.455132209,0.041016032,0.455132209,-0.041016032,0.041016032
1508,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,4,KIKYUSA,NA,,4,KIKYUSA,MAYANJA,DITHAN KIKABI,M,NRM,,"2,383",Winner,District/City Directly Elected Councillors,BAMUNANIKA COUNTY4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,0,2383,2383,4803,0.496148241,0.496148241,0,0.455132209,0.041016032,0.041016032
1509,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,4,KIKYUSA,NA,,4,KIKYUSA,SENTONGO,JOEL,M,INDEPENDENT,CLOCK,234,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY4,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,1,234,2383,4803,0.496148241,0.04871955,0.44742869,0.455132209,-0.44742869,0.041016032
1510,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,5,ZIROBWE,NA,,5,ZIROBWE,KAGENYI,KERROD DANIEL,M,INDEPENDENT,CLOCK,"1,707",,District/City Directly Elected Councillors,BAMUNANIKA COUNTY5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,1707,2449,5955,0.41125105,0.286649874,0.124601175,0.286649874,-0.124601175,0.124601175
1511,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,5,ZIROBWE,NA,,5,ZIROBWE,KASASA,CHARLES,M,INDEPENDENT,CHAIR,345,,District/City Directly Elected Councillors,BAMUNANIKA COUNTY5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,345,2449,5955,0.41125105,0.057934509,0.353316541,0.286649874,-0.353316541,0.124601175
1512,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,5,ZIROBWE,NA,,5,ZIROBWE,MUSOKE,GEOFREY,M,NRM,,"2,449",Winner,District/City Directly Elected Councillors,BAMUNANIKA COUNTY5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2449,2449,5955,0.41125105,0.41125105,0,0.286649874,0.124601175,0.124601175
1513,DIST/DEC/2016,23,LUWEERO,NA,,110,BAMUNANIKA COUNTY,5,ZIROBWE,NA,,5,ZIROBWE,SEMAKULA,ROBERT,M,DP,,"1,454",,District/City Directly Elected Councillors,BAMUNANIKA COUNTY5,LUWEERO,better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,1454,2449,5955,0.41125105,0.244164568,0.167086482,0.286649874,-0.167086482,0.124601175
1514,DIST/DEC/2016,24,MASAKA,NA,,114,BUKOTO COUNTY EAST,1,BUKAKATA,NA,,1,BUKAKATA,KANYIKE,VICENT,M,DP,,"1,242",,District/City Directly Elected Councillors,BUKOTO COUNTY EAST1,MASAKA,much better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,1242,2874,4116,0.698250729,0.301749271,0.396501458,0.301749271,-0.396501458,0.396501458
1515,DIST/DEC/2016,24,MASAKA,NA,,114,BUKOTO COUNTY EAST,1,BUKAKATA,NA,,1,BUKAKATA,KIMERA,RICHARD,M,NRM,,"2,874",Winner,District/City Directly Elected Councillors,BUKOTO COUNTY EAST1,MASAKA,much better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,2874,2874,4116,0.698250729,0.698250729,0,0.301749271,0.396501458,0.396501458
1516,DIST/DEC/2016,24,MASAKA,NA,,114,BUKOTO COUNTY EAST,2,BUWUNGA,NA,,2,BUWUNGA,MAWANDA,CEASER SALONGO,M,DP,,"4,878",Winner,District/City Directly Elected Councillors,BUKOTO COUNTY EAST2,MASAKA,much better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,4878,4878,9153,0.53294002,0.53294002,0,0.455042063,0.077897957,0.077897957
1517,DIST/DEC/2016,24,MASAKA,NA,,114,BUKOTO COUNTY EAST,2,BUWUNGA,NA,,2,BUWUNGA,NABISERE,BEATRICE MPANGA,F,NRM,,"4,165",,District/City Directly Elected Councillors,BUKOTO COUNTY EAST2,MASAKA,much better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,1,4165,4878,9153,0.53294002,0.455042063,0.077897957,0.455042063,-0.077897957,0.077897957
1518,DIST/DEC/2016,24,MASAKA,NA,,114,BUKOTO COUNTY EAST,2,BUWUNGA,NA,,2,BUWUNGA,SSALI,SWAIBU,M,INDEPENDENT,TABLE,110,,District/City Directly Elected Councillors,BUKOTO COUNTY EAST2,MASAKA,much better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,110,4878,9153,0.53294002,0.012017918,0.520922102,0.455042063,-0.520922102,0.077897957
